q_id,web_list
108,"[912, 273, 312, 881, 1519]"
109,"[254, 497, 499, 1708, 179]"
110,"[1567, 866, 16, 114, 193]"
111,"[759, 194, 1785, 1069, 1798]"
112,"[700, 147, 178, 190, 963]"
113,"[192, 812, 1118, 821, 614]"
114,"[866, 1510, 893, 356, 283]"
115,"[147, 273, 1042, 1412, 1057]"
116,"[1537, 1620, 297, 1044, 307]"
117,"[321, 1567, 1610, 1871, 456]"
118,"[938, 327, 1815, 1174, 574]"
119,"[782, 161, 812, 871, 903]"
120,"[907, 1253, 411, 114, 837]"
121,"[1262, 512, 1465, 122, 1430]"
122,"[177, 1350, 124, 387, 653]"
123,"[683, 429, 1238, 970, 417]"
124,"[273, 254, 739, 470, 921]"
125,"[92, 109, 451, 81, 160]"
126,"[835, 313, 369, 122, 923]"
127,"[87, 465, 562, 458, 518]"
128,"[1089, 918, 662, 1480, 661]"
129,"[1517, 560, 1796, 495, 1800]"
130,"[292, 616, 1515, 1871, 320]"
131,"[208, 148, 460, 947, 1646]"
132,"[271, 352, 1165, 991, 1540]"
133,"[179, 312, 802, 273, 1781]"
134,"[114, 408, 16, 376, 857]"
135,"[331, 141, 172, 549, 1075]"
136,"[116, 1044, 776, 1554, 1233]"
137,"[304, 623, 411, 1028, 869]"
138,"[420, 1819, 556, 1760, 1163]"
139,"[125, 170, 678, 1026, 386]"
140,"[1008, 150, 167, 71, 235]"
141,"[597, 1165, 904, 485, 715]"
142,"[169, 138, 329, 916, 175]"
143,"[1194, 454, 143, 93, 781]"
144,"[1684, 1168, 1289, 1453, 1654]"
145,"[405, 748, 596, 1258, 410]"
146,"[203, 1468, 1787, 626, 1552]"
147,"[1015, 1132, 349, 1243, 583]"
148,"[1277, 368, 443, 1033, 1723]"
149,"[1019, 1197, 1274, 1517, 506]"
150,"[713, 149, 1058, 54, 623]"
151,"[1279, 1372, 179, 907, 722]"
152,"[108, 351, 1511, 1172, 388]"
153,"[1467, 122, 962, 1542, 1718]"
154,"[338, 1349, 1466, 261, 620]"
155,"[1716, 1822, 485, 1219, 659]"
156,"[1023, 488, 480, 1664, 452]"
157,"[133, 672, 760, 545, 1452]"
158,"[1528, 1160, 951, 1143, 576]"
159,"[1654, 202, 173, 144, 931]"
160,"[917, 450, 145, 208, 477]"
161,"[419, 323, 157, 853, 486]"
162,"[1742, 1328, 918, 586, 1045]"
163,"[217, 770, 402, 1624, 1721]"
164,"[1415, 1707, 887, 890, 424]"
165,"[1897, 1078, 904, 1174, 134]"
166,"[193, 148, 819, 558, 698]"
167,"[1496, 779, 256, 207, 1188]"
168,"[363, 1284, 625, 688, 939]"
169,"[138, 105, 1230, 1427, 976]"
170,"[80, 525, 1114, 1619, 1245]"
171,"[193, 1468, 1085, 569, 225]"
172,"[319, 46, 805, 141, 1253]"
173,"[1438, 1314, 457, 694, 1503]"
174,"[1425, 710, 723, 383, 1848]"
175,"[116, 1763, 619, 919, 46]"
176,"[1620, 114, 1045, 419, 1586]"
177,"[1637, 1084, 1485, 1008, 815]"
178,"[746, 1304, 1070, 1649, 282]"
179,"[848, 347, 1137, 594, 1371]"
180,"[339, 825, 927, 1423, 577]"
181,"[956, 1132, 1223, 400, 1606]"
182,"[1670, 380, 446, 243, 177]"
183,"[57, 918, 1728, 1623, 486]"
184,"[839, 370, 1864, 165, 1182]"
185,"[1590, 1465, 781, 1508, 105]"
186,"[1050, 192, 199, 895, 605]"
187,"[1415, 718, 566, 1466, 1500]"
188,"[111, 1728, 1157, 989, 1755]"
189,"[270, 1734, 1698, 948, 49]"
190,"[825, 1637, 339, 917, 1469]"
191,"[594, 1486, 239, 1463, 174]"
192,"[1468, 685, 671, 1102, 148]"
193,"[980, 914, 821, 1379, 204]"
194,"[1609, 1132, 570, 1640, 1090]"
195,"[1042, 839, 1163, 426, 191]"
196,"[338, 1262, 503, 986, 1166]"
197,"[112, 1337, 731, 198, 1669]"
198,"[1465, 1397, 1033, 1583, 1060]"
199,"[651, 111, 345, 1937, 179]"
200,"[1884, 786, 1558, 116, 455]"

