,web_id,url,kind,title,text
Заявлении «Альфа-Клик», а также с учетом комиссии, установленной Тарифами. 
10.5.3.  В  целях  исполнения  Заявления  «Альфа-Мобайл»/  Заявления  ЛК  «Х5  Карты»/ 
Заявления  «Альфа-Клик»  на  Перевод  по  QR-коду  через  Систему  платежей  и  переводов 
Сбербанка  Банк  формирует  от  имени  Клиента  платежный  документ  и  на  его  основании 
осуществляет  перевод  денежных  средств  в  соответствии  с  реквизитами,  указанными 
Клиентом.  
10.5.4.  Переводы  по  QR-коду  через  Систему  платежей  и  переводов  Сбербанка 
осуществляются на банковские счета ТСП, подключенных к Системе платежей и переводов 
Сбербанка. 

58 

 
 
 
 
 
 
 
Приложение 6 
 к Договору на выпуск и обслуживание банковской предоплаченной карты «Апельсиновая карта»,  
утвержденному Распоряжением от 05.06.2025 № 2243 

Порядок предоставления и использования «AlfaPay Ecom» 

способ 

выбрать 

1.  Клиенту в мобильном приложении ТСП/на сайте ТСП или партнера Банка, может быть 
предложено 
(товара/работы/услуги/результатов 
оплаты  покупки 
интеллектуальной  деятельности)  или  иного  платежа.  Для  выбора  оплаты  покупки/иного 
платежа с использованием «AlfaPay Ecom» на платежной странице pay.alfabank.ru Клиенту 
необходимо выбрать и нажать кнопку ""Оплатить с APay"" (или иную кнопку с аналогичным 
содержанием). После этого Клиент, в зависимости от технической реализации, либо вводит 
свой  Номер  телефона  сотовой  связи,  после  чего  Банк  направляет  Клиенту  Push-
уведомление/SMS-сообщение со ссылкой для перехода в Мобильное приложение «Альфа-
Мобайл»  и  совершения  платежа,  либо  сразу  перенаправляется  в  Мобильное  приложение 
«Альфа-Мобайл»/Интернет Банк «Альфа-Клик» для совершения платежа. 
2.  После  успешной  Верификации  и  Аутентификации  в  «Альфа-Мобайл»/Интернет  Банке 
«Альфа-Клик» в порядке, установленном Договором, в интерфейсе Мобильного приложения 
«Альфа-Мобайл»/  Интернет  Банка  «Альфа-Клик»  Клиент  выбирает  ПК  «Апельсиновая 
карта»  или  банковскую  карту  сторонней  кредитной  организацией  (в  случае,  если  ее 
реквизиты  были  ранее  сохранены  при  совершении  Клиентом  операций  в  «Альфа-
Мобайл»/Интернет  Банке  «Альфа-Клик»),  с  использованием  которой  будет  произведена 
оплата,  либо  вводит  реквизиты  банковской  карты,  выпущенной  сторонней  кредитной 
организацией, с использованием которой будет произведена оплата (перечень необходимых 
реквизитов определяется Банком самостоятельно). После выбора банковской карты (ввода 
реквизитов  банковской  карты)  оплата  покупки/иного  платежа  осуществляется  Клиентом 
путем  нажатия  кнопки  «Оплатить»  (или  иной  кнопки  с  аналогичным  содержанием)  в 
интерфейсе Мобильного приложения «Альфа-Мобайл»/ Интернет Банка «Альфа-Клик». 
Совершение указанных выше действий является безусловным подтверждением совершения 
операции Клиентом и основанием: 

-  в  случае  оплаты  с  использованием  ПК  «Апельсиновая  карта»  -  для  изменения  Остатка 
лимита  ПК  «Апельсиновая  карта»  и  последующего  списания  Электронных  денежных 
средств  со  Счета  карты,  по  которому  совершена  операция  в  порядке,  предусмотренном 
Договором; 

- в случае оплаты с использованием банковской карты, выпущенной сторонней кредитной 
организацией, – для осуществления Банком процедуры авторизации - запроса и получения 
Банком  ответа  на  такой  запрос  в  виде  согласия  или  запрета  на  проведение  операции  по 
банковской карте от банка-эмитента карты или от соответствующей платежной системы. В 
случае  успешной  авторизации  сумма  операции  холдируется  (резервируется)  банком-
эмитентом на счете карты и уменьшает остаток (лимит) карты на указанную величину. 

После получения банком-эмитентом карты подтверждения от соответствующей платежной 
системы  о  совершении  операции  с  использованием  карты,  банк-эмитент  карты  без 
дополнительных  распоряжений  Клиента  осуществляет  соответствующие  операции  по 
списанию  средств  со  счета  карты  -  в  соответствии  с  условиями  договора,  заключенного 
между  Клиентом  и  банком-эмитентом  карты,  а  также  правилами  соответствующей 
платежной системы. При этом оплата покупок в мобильном приложении ТСП/на сайте ТСП 
59 

 
 
 
 
 
с  использованием  «AlfaPay  Ecom»  по  банковским  картам,  выпущенным  сторонними 
кредитными  организациями,  возможна  только  в  случае  подтверждения  операции  с 
применением технологии 3DSecure.  

3.  До  подтверждения  Клиентом  операции  оплаты  с  использованием  «AlfaPay  Ecom» 
Клиенту  предоставляется  возможность  осуществить  привязку  своей  банковской  карты  к 
платежной странице pay.alfabank.ru для целей проведения последующих операций оплаты с 
использованием  данной  банковской карты  посредством  «AlfaPay  Ecom»,  инициированных 
через тот же браузер и то же устройство, через которые осуществлена привязка. Для этого 
Клиенту в интерфейсе Мобильного приложения «Альфа-Мобайл»/Интернет Банка «Альфа-
Клик» отображается возможность сохранить банковскую карту для будущих покупок путем 
проставления  «галочки»  напротив  текста  с  соответствующим  содержанием.  При 
проставлении «галочки» в целях привязки банковской карты нажатием кнопки «Оплатить» 
(или  иной  кнопки  с  аналогичным  содержанием)  Клиент  предоставляет  Банку  согласие  на 
сохранение реквизитов банковской карты, в отношении которой осуществляется привязка, 
на  платежной  странице  pay.alfabank.ru.  Для  последующих  операций  оплаты  посредством 
«AlfaPay  Ecom»  с  использованием  банковской  карты,  в  отношении  которой  Клиент 
осуществил привязку, Клиенту на платежной странице pay.alfabank.ru необходимо выбрать 
и  нажать  кнопку  ""Оплатить  с  APay""  (или  иную  кнопку  с  аналогичным  содержанием),  без 
дополнительного  подтверждения  операции  в  Мобильном  приложении  «Альфа-
Мобайл»/Интернет  Банке  «Альфа-Клик».  Проведение  операции  оплаты  с  использованием 
банковской  карты,  в  отношении  которой  Клиент  осуществил  привязку,  может 
осуществляться в мобильном приложение/на сайте любого ТСП, в котором доступен сервис 
«AlfaPay Ecom», независимо от того при оплате в каком ТСП была осуществлена привязка, 
с подтверждением или без подтверждения операции с применением технологии 3DSecure (в 
зависимости от настроек терминала в соответствующем ТСП).  

3.1.  Настоящим Клиент подтверждает и гарантирует, что привязываемая в соответствии 
с п. 3 настоящего Приложения банковская карта выпущена на его имя к его банковскому 
счету/  Счету карты. Клиент  ознакомлен и согласен с тем,  что  он не  может  указывать  в 
качестве привязываемых банковских карт банковские карты, выпущенные другим лицам 
или к банковским счетам третьих лиц. В случае обнаружения Банком факта использования 
банковской  карты,  выпущенной  другому  лицу  или  к  банковскому  счету  третьего  лица, 
Банк  вправе  отменить  действие  привязки.  Банк  не  несет  ответственности  за  операции, 
совершенные  с  использованием  привязанной банковской  карты,  если  ее  держателем  не 
является Клиент или если счет данной банковской карты принадлежит третьему лицу.  
3.2.  Срок  действия  привязки  банковской  кары  к  платежной  странице  pay.alfabank.ru 
определяется  Банком  самостоятельно.  Банк  вправе  в  любое  время  отменить  действие 
привязки  без  объяснения  причин.  При  удалении  cookie-файлов,  сформированных  и 
сохраненных  на  устройстве  при  осуществлении  привязки,  действие  привязки 
прекращается. Действие привязки также может быть отменено Клиентом путем удаления 
реквизитов ранее сохраненной банковской карты на платежной странице pay.alfabank.ru. 
4.  В  случае  возврата/отказа  от  товара  (работы,  услуги,  результатов  интеллектуальной 
деятельности)  Клиент  должен  обратиться  в  соответствующее  ТСП.  Операция  возврата 
денежных средств осуществляется в соответствии с правилами соответствующей платежной 
системы.  
5.  Банк  не  несет  ответственности  за  разногласия,  в  том  числе  коммерческие,  между 
Клиентом и ТСП и/или сторонней кредитной организацией, выпустившей банковскую карту, 
с использованием которой была совершена оплата, в том числе за разногласия, связанные с 
низким  качеством  товара  или  обслуживания.  Банк  не  несет  ответственности  за  товары 

60 

 
 
 
(работы, 
предоставленные Клиенту соответствующим ТСП. 

результаты 

интеллектуальной 

услуги, 

деятельности), 

реализованные/ 

61 

 
 
 
Приложение 7 
 к Договору на выпуск и обслуживание банковской предоплаченной карты «Апельсиновая карта»,  
утвержденному Распоряжением от 05.06.2025 № 2243 

Договора на выпуск и обслуживание банковской предоплаченной карты «Апельсиновая 
карта» 

История изменений 

№ 
№ 
пп 

1 

2 

3 

4 

5 

6 

7 

8 

9 

10 

11 

12 

13 

14 

15 

16 

17 

18 

Дата введения в действие 

Реквизиты Приказа/Распоряжения об 
утверждении Договора 

Редакция №1 от 01.11.2021  

Редакция №2 от 15.11.2021  

Редакция №3 от 09.06.2022  

Редакция №4 от 12.07.2022  

Утверждена Приказом АО «АЛЬФА-БАНК» от 
27.10.2021 г. №1399 

Утверждена Приказом АО «АЛЬФА-БАНК» от 
10.11.2021 г. №1491 

Утверждена Приказом АО «АЛЬФА-БАНК» от 
06.06.2022 г. № 776 

Утверждена Приказом АО «АЛЬФА-БАНК» от 
08.07.2022 № 925 

Редакция №5 от 16.11.2022  

Утверждена Распоряжением от 15.11.2022 № 2386 

Редакция №6 от 25.11.2022  

Утверждена Распоряжением от 23.11.2022 № 2486 

Редакция №7 от 09.12.2022  

Утверждена Распоряжением от 08.12.2022 № 2703 

Редакция №8 от 27.04.2023  

Утверждена Распоряжением от 25.04.2023 № 1069 

Редакция №9 от 02.06.2023  

Утверждена Распоряжением от 01.06.2023 № 1485 

Редакция №10 от 09.08.2023  

Утверждена Распоряжением от 09.08.2023 № 2198 

Редакция №11 от 13.11.2023  

Утверждена Распоряжением от 10.11.2023 № 3344 

Редакция №12 от 15.01.2024  

Утверждена Распоряжением от 12.01.2024 № 65 

Редакция №13 от 27.06.2024  

Утверждена Распоряжением от 26.06.2024 № 2202 

Редакция №14 от 31.07.2024  

Утверждена Распоряжением от 30.07.2024 № 2694 

Редакция №15 от 01.10.2024 

Утверждена Распоряжением от 30.09.2024 № 3617 

Редакция №16 от 17.01.2025 

Утверждена Распоряжением от 15.01.2025 № 78 

Редакция №17 от 07.02.2025 

Утверждена Распоряжением от 31.01.2025 № 297 

Редакция №18 от 24.03.2025 

Утверждена Распоряжением от 18.03.2025 № 1020 

62 

 
 
 
 
 
 
 
19 

20 

21 

22 

Редакция №19 от 05.05.2025 

Утверждена Распоряжением от 29.04.2025 №1707 

Редакция №20 от 15.05.2025 

Утверждена Распоряжением от 09.04.2025 № 1392.1 

Редакция №21 от 30.05.2025 

Утверждена Распоряжением от 27.05.2025 № 2053 

Редакция №22 от 05.06.2025 

Утверждена Распоряжением от 05.06.2025 № 2243 

63 

 
 
 
 
"
331,332,https://alfabank.ru/help/articles/selfemployed/populyarnye-vidy-deyatelnosti-samozanyatyh/,html,Сферы деятельности для самозанятых: популярные виды и чем заниматься самозанятым гражданам 🅰️ | Альфа‑Банк,"Альфа-Банк
Полезное о продуктах
Самозанятые граждане пользуются специальным налоговым режимом. Они платят налог на профессиональный доход (НПД) по сниженной ставке — 4% при работе с физлицами и 6% при работе с юрлицами и ИП. Это наиболее простой и выгодный способ вести своё дело легально.
Однако по закону плательщикам налога на профессиональный доход разрешены не все виды деятельности. В статье расскажем, какие есть ограничения и чем может заниматься самозанятый гражданин.
Требования к самозанятым перечислены в Федеральном законе № 422-ФЗ. Власти постановили, что специальный налоговый режим не подходит для следующих видов деятельности:
торговля подакцизными и маркированными товарами
перепродажа готовой продукции
добыча полезных ископаемых
адвокатская, нотариальная и детективная деятельности
посреднические услуги
сдача в аренду коммерческой недвижимости и нежилых помещений
Самозанятому в течение двух лет с момента увольнения нельзя работать с компанией, где он был официально трудоустроен. Также самозанятые не могут нанимать сотрудников и зарабатывать больше 2,4 млн ₽ в год. Если доход превысит лимит, ФНС пересчитает налоги по ставке НДФЛ — 13%.
Список профессий и увлечений, которые доступны самозанятым, достаточно большой. Сюда входят:
торговля товарами собственного производства
помощь по дому
ремонтные работы
услуги по обслуживанию автомобилей
ИТ-профессии
репетиторство и уход за детьми
кулинария и кондитерский бизнес
пошив одежды
юридические и бухгалтерские услуги
уход за животными
развлекательные услуги
благоустройство и озеленение
фотография и видеосъёмка
информационные и диджитал-услуги
спорт и здоровье
Самозанятые не обязаны останавливаться на одном виде деятельности. Они вправе выбрать в приложении до пяти сфер при постановке на учёт. Одна из них будет основной. Плательщикам НПД можно и вовсе не указывать отрасль.
Например, Ирина выполняет заказы по копирайтингу: пишет полезные статьи для корпоративных СМИ. Одновременно с этим она сдаёт жильцам квартиру, доставшуюся по наследству. Ирина может выбрать оба вида деятельности для налоговой отчётности. За доход от копирайтинга она будет отчислять 6% налогов, а за доход с квартиры — 4%.
Самозанятость может быть основным источником дохода. Однако закон не запрещает совмещать её с основной работой в найме.
К примеру, Олег работает системным администратором в ИТ-компании. Он только недавно получил должность, его зарплата на уровне начинающего специалиста. Поэтому в свободное время Олег помогает соседям с настройкой и ремонтом компьютеров за деньги. Он оформил самозанятость, чтобы отчитываться о доходах как положено.
Самозанятость ввели в 2019 году как эксперимент. ФНС на своём сайте регулярно публикует статистику по самозанятым, чтобы оценить эффективность налогового режима. Она обновляется каждый месяц, но рейтинг отраслей долгое время остаётся неизменным. Рассмотрим, какие виды деятельности считаются самыми популярными.
В сентябре 2024 года это направление выбрали более 800 тысяч самозанятых. К ремонту относятся такие услуги, как разработка дизайн-проектов, черновая и чистовая отделки помещений, сантехнические и электрические работы. Самозанятый может ремонтировать или реставрировать мебель, помогать в постройке дома, заниматься техническим обслуживанием и ремонтом бытовой техники.
Пример. Жанна — опытный декоратор с художественным образованием. Недавно она закрыла ИП. Жанна владела студией дизайна, где занималась декоративными покрытиями. К ней по-прежнему обращаются компании и люди, которые хотят украсить стены декоративной штукатуркой или другими необычными акцентами. Она платит налог на профессиональный доход, потому что для неё так гораздо проще и выгоднее вести бизнес.
Даже новый автомобиль нуждается в регулярном обслуживании: мойка и химчистка, замена масла и других жидкостей, мелкий кузовной ремонт. Возможно, именно по этой причине автомобильные услуги заняли вторую строку в рейтинге ФНС. В сентябре 2024 года эту категорию выбрали 722 тысячи самозанятых.
К автомобильным услугам можно отнести не только сервис, но также частную перевозку пассажиров и мелких грузов. Обычно для такой деятельности нужна лицензия, которую выдают только юрлицам и ИП. Однако если водитель заключит договор с посредником — таксопарком с лицензией, — он сможет возить пассажиров и доставлять небольшие грузы.
Пример. У Юрия 20 лет водительского стажа. Когда ему понадобились дополнительные деньги, он решил подрабатывать таксистом. Юрий заключил договор с популярным в городе таксопарком. Теперь он берёт заказы по пути на работу и домой. Ему даже почти не пришлось менять привычный график и маршрут. Благодаря дополнительной прибыли Юрий сможет быстрее рассчитаться с ипотекой.
Предприниматели часто нуждаются в ИТ-услугах: создать сайт, настроить CRM-систему, провести анализ данных. Зачастую это разовые услуги, которые не требуют наличия специалиста в штате. Кроме того, платить сотруднику на постоянной основе невыгодно. Поэтому компании обращаются к самозанятым.
Опытные компьютерщики могут работать не только с компаниями, но и помогать частным клиентам: собрать, обслужить или отремонтировать ПК, помочь с установкой программного обеспечения, почистить систему от вирусов и так далее. Самозанятость идеально подходит для такой работы. Главное — соблюдать лимит по доходам.
Пример. Кирилл — студент третьего курса, он учится очно на ИТ-специалиста. Он пока не может пойти на постоянную работу, поэтому решил подрабатывать как самозанятый в свободное от пар время. Кирилл берётся за любые заказы: на прошлой неделе помог соседке собрать и настроить новый ПК, а сегодня согласился помочь другу с курсовой. Кирилл фиксирует доходы и платит налоги через приложение Альфа‑Банка, чтобы позднее подать заявку на оформление ипотеки.
Большинство бьюти-услуг не требуют медицинского диплома. Чтобы стать массажистом или мастером маникюра, достаточно специализированных курсов. Поэтому многие девушки выбирают сферу красоты в качестве основной деятельности. Чтобы было проще начать свой бизнес, они становятся самозанятыми.
Самозанятые могут делать пирсинг, тату, перманентный макияж, эпиляцию. Платить налог на профессиональный доход также разрешено косметологам, парикмахерам, визажистам, стилистам и даже моделям. Девушки, выбравшие для себя такой путь, часто совмещают сразу несколько видов деятельности.
Пример. Ольга — сертифицированный мастер перманентного макияжа. Она арендует рабочее место в соседнем доме и принимает там клиентов. Чтобы расширить спектр услуг, Ольга стала делать пирсинг. В будущем она хочет обучиться косметологии, чтобы включить в прайс ещё несколько бьюти-услуг. Её устраивает быть плательщиком НПД, благодаря официальному статусу к ней охотнее идут клиенты.
К информационным услугам относятся всевозможные исследования, опросы и сборы общественного мнения. Также к этой сфере можно отнести всех переводчиков. Однако чаще всего речь идёт о маркетинговых услугах. Ведь всё, что связано с рекламой — это, по сути, донесение информации до потребителя.
Маркетинг включает в себя огромное количество направлений, для которых нужны самые разные специалисты. Таргетологи занимаются настройкой объявлений и показов, копирайтеры пишут тексты, дизайнеры создают иллюстрации, а маркетологи управляют общей концепцией рекламного продвижения. Кем стать самозанятому — зависит от личных навыков и интересов.
Пример. У дизайнера Влада очень интересная деятельность. Вчера он рисовал логотип для производителя обуви, а сегодня получил заказ на рекламный баннер для автомобильного бренда. Влад работает сам на себя, ему очень нравится быть самозанятым. Он не привязан к рабочему месту, может выполнять заказы и платить налоги везде, где есть интернет. Поэтому Влад много путешествует по стране и делится впечатлениями в своём блоге.
Обычно самозанятые выбирают эту категорию, если не знают, куда отнести свои услуги или чем захотят заниматься ещё. Таких людей много — в сентябре 2024 года их было почти 289 тысяч человек.
Пример. Кристина занимается скрапбукингом — делает недорого открытки и фотоальбомы своими руками для знакомых. Иногда она собирает небольшую компанию творческих девушек, они вместе что-то мастерят. За участие в подобных мероприятиях Кристина берёт небольшую плату — в основном, чтобы окупить материалы. Девушка не знала, к какой категории относятся её доходы, ведь она занимается сразу несколькими направлениями. Поэтому при постановке на учёт в качестве плательщика НПД выбрала в приложении «Прочее».
К этой категории можно отнести всех самозанятых, которые занимаются ручным трудом — столяры, плотники, кузнецы. Самозанятые могут работать с металлом, деревом и другими материалами, ремонтируя изделия или создавая их с нуля.
Пример. Александр уже на пенсии. Всю жизнь он работал сварщиком, и теперь не бросил любимое дело. На своей даче он изготавливает мангалы и костровые чаши. Слава о красивых и качественных изделиях достигла соседних посёлков, поэтому заказов у мастера хватает. Александр исправно платит налоги. Полученные деньги откладывает на счёт: мечтает купить новый спиннинг и моторную лодку для рыбалки.
Эту категорию выбирают в основном специалисты, которые оказывают бухгалтерские и страховые услуги. Они могут сами заниматься документацией или выступать в качестве финансовых консультантов. Юридическое консультирование сюда не входит, так как это отдельная сфера деятельности. В сентябре 2024 года категорию «Финансы» выбрали 241 тысяча самозанятых.
Пример. После декрета бухгалтер Марина не вернулась в свою компанию. Чтобы больше времени уделять маленькой дочери, она стала работать на дому. Марина консультирует индивидуальных предпринимателей: учит их правильно считать налоги и подавать декларации в ФНС. Клиентов девушка ищет через рекламный сайт. Благодаря самозанятости Марине хватает времени и на работу, и на семью.
Самозанятость как налоговый режим продолжает набирать популярность. В сентябре 2024 года количество самозанятых достигло почти 11,5 млн человек. Спецрежим позволяет легально заниматься многими видами деятельности и даже совмещать их — друг с другом или с работой по трудовому договору. Благодаря самозанятости граждане могут заниматься по-настоящему любимым делом, получать доход и уплачивать налоги, не нарушая законы РФ.
Оформите самозанятость в Альфа‑Банке
Другие предложения для самозанятых"
694,695,https://alfabank.ru/sme/payservice/internet-acquiring/docs/podeli/,html,Подели — сервис оплаты покупок по частям,"Увеличивайте средний чек и оборот с новым удобным способом оплаты
Чек растёт, в среднем, на 50%: клиенты тратят в момент покупки только 25% суммы, а значит выбирают больше позиций или более дорогие товары
Вы получаете всю сумму покупки от Подели, за минусом комиссии и возвратов, как по обычному эквайрингу
Все расчёты покупатели ведут с Подели — вам не нужно контролировать следующие платежи по покупке
Покупатели чаще возвращаются за повторными покупками
Удобная аналитика в личном кабинете Подели с динамикой среднего чека и частоты покупок
Подробнее на сайте сервиса
Просто, как обычная оплата картой — без длинных анкет, кредитных договоров и документов
Прозрачный график платежей перед оплатой — никаких процентов и скрытых комиссий
Сервис одобряет до 98% покупок
Рассмотрение заявки — около 2 секунд
Можно привязать к сервису карту любого российского банка (при наличии технической возможности банка-эмитента)
Платежи списываются автоматически с привязанной к сервису карты раз в две недели
В момент покупки нужно заплатить только 25%, а значит, можно купить больше товаров или выбрать более дорогие аналоги
Покупку можно забрать уже после первого платежа
Покупатель может подключить платные опции в сервисе «Подели», чтобы, например, сдвинуть или уменьшить платёж. Так оплата покупки станет ещё комфортнее
Если к вашему интернет-магазину подключён сервис Подели, то на странице оплаты заказа появится кнопка «Подели» с указанием размеров и графика платежей.
Чтобы оплатить покупку по частям, покупатели нажимают Подели и попадают на страницу сервиса. Там покупателю нужно авторизоваться по номеру телефона и ввести свои данные: ФИО, дату рождения и электронную почту.
Если покупка одобрена, покупатель вводит данные карты и вносит первый платёж. Оставшаяся сумма будет списана с привязанной карты тремя равными платежами раз в две недели.
Оплата от Подели к ТСП осуществляется как по обычному эквайрингу, в размере 100% в рамках договора ТСП с «Подели», за вычетом комиссии сервису и покупок, по которым был осуществлен возврат.
Всем новым клиентам Подели, которые подключаются через интернет эквайринг Альфа‑Банка с 1.08.25 по 31.12.25 будет действовать ставка 2,6%.
По клиентам, которые подключились ранее 1.08.25 действуют стандартные условия (5,5%).
С 1.01.2026 будут применятся для всех клиентов стандартные условия — 5,5%.
Всем новым клиентам сервис Подели подключается автоматически при подключении интернет-эквайринга. Проверка на стороне Подели занимает до 5 рабочих дней.
Если не планируете пользоваться сервисом, его можно отключить самостоятельно: в личном кабинете интернет-эквайринга зайдите в раздел Конструктор платёжной страницы → уберите чек-бокс Подели → Сохранить.
Если вы уже пользуетесь интернет эквайрингом, но сервис Подели не подключён, воспользуйтесь инструкцией:
Зарегистрируйтесь и получите логин в сервисе Подели
Зайдите в личный кабинет интернет-эквайринга → раздел Настройки/Основные настройки → выберите Разрешена оплата в сервисе Подели
Введите полученный логин в разделе Настройки/Основные настройки
Зайдите в раздел Конструктор платёжной страницы → Платёжные методы. Поставьте галочку напротив Подели и нажмите Сохранить. Если такой функции нет, обратитесь в техническую службу поддержки: acquiring@alfabank.ru
Готово! Теперь вы можете принимать оплату с Подели на платёжной странице
Подробнее о работе сервиса вы можете узнать в службе поддержки Подели: partner-help@podeli.ru.
Подели — сервис оплаты покупок по частям. Сервис предоставляется ООО «А-4 Технологии», ОГРН 1227700064734. Подробная информация о работе сервиса на podeli.ru."
1571,1572,https://alfabank.ru/tenders/,html,Закупки,"Закупки
Что мы покупаем
IT-оборудование и услуги
Телекоммуникационные услуги
Информационные сервисы
Строительство, ремонт, обслуживание офисов
Офисное оборудование и мебель
Банковское оборудование
Консалтинговые услуги
Рекламные материалы, медиа и маркетинговые услуги
Административно-хозяйственные товары и услуги
Зарегистрироваться в качестве потенциального участника в закупочных процедурах Альфа‑Банка
Регистрация позволяет вам попасть в перечень рекомендованных поставщиков для участия в закупочных процедурах
