q_id,web_list
142,"[1906, 1070, 455, 1922, 1897]"
143,"[1924, 1299, 1899, 1906, 1249]"
144,"[368, 1192, 1042, 698, 1772]"
145,"[1630, 1287, 828, 660, 82]"
146,"[1246, 1317, 453, 73, 403]"
147,"[1901, 930, 1670, 903, 933]"
148,"[1567, 95, 1894, 37, 93]"
149,"[372, 1070, 368, 1613, 454]"
150,"[1567, 53, 901, 480, 1063]"
151,"[1915, 930, 1906, 1528, 1620]"
152,"[114, 1113, 1072, 1172, 1581]"
153,"[1915, 1620, 478, 823, 1924]"
154,"[1704, 1705, 1760, 1317, 1758]"
155,"[1726, 1604, 1601, 1705, 1704]"
156,"[73, 1317, 468, 1717, 111]"
157,"[372, 511, 1835, 1534, 1607]"
158,"[1071, 1567, 1807, 1896, 1884]"
159,"[1277, 1726, 1662, 1601, 1521]"
160,"[1029, 1042, 1026, 938, 1590]"
161,"[1884, 1922, 1897, 1899, 1924]"
162,"[1896, 1567, 1193, 1894, 95]"
163,"[1567, 16, 1896, 1887, 1191]"
164,"[1599, 1772, 349, 587, 590]"
165,"[1773, 1768, 1030, 1317, 1762]"
166,"[1287, 828, 1895, 1570, 1785]"
167,"[663, 637, 102, 749, 1670]"
168,"[288, 1590, 824, 97, 96]"
169,"[136, 97, 96, 275, 1696]"
170,"[1772, 1299, 1511, 1832, 511]"
171,"[892, 872, 1536, 898, 1673]"
172,"[1922, 1897, 1567, 1899, 16]"
173,"[1636, 1897, 1192, 1904, 1523]"
174,"[1891, 1899, 1526, 1922, 1897]"
175,"[794, 1746, 97, 1534, 922]"
176,"[1915, 1612, 1620, 1193, 437]"
177,"[511, 1831, 262, 1009, 1013]"
178,"[1536, 1554, 1523, 1192, 1489]"
179,"[1795, 749, 403, 1320, 110]"
180,"[1915, 1617, 403, 926, 1197]"
181,"[1192, 1570, 1615, 1607, 468]"
182,"[372, 368, 454, 1915, 1113]"
183,"[1915, 1902, 101, 1917, 1620]"
184,"[1915, 926, 446, 1197, 403]"
185,"[1582, 1380, 88, 49, 1704]"
186,"[1894, 368, 1191, 1567, 1613]"
187,"[113, 1899, 1526, 1922, 1897]"
188,"[116, 114, 1600, 377, 1192]"
189,"[1246, 1878, 1707, 1708, 1203]"
190,"[1915, 1902, 926, 1612, 1906]"
191,"[1915, 1704, 1753, 1758, 1705]"
192,"[1809, 926, 1612, 1704, 403]"
193,"[1104, 1889, 1073, 1072, 1581]"
194,"[1567, 95, 37, 1904, 93]"
195,"[1900, 1924, 1299, 403, 1302]"
196,"[16, 1071, 1896, 884, 1567]"
197,"[1705, 1704, 403, 1511, 511]"
198,"[926, 1915, 1903, 1598, 357]"
199,"[865, 1747, 863, 885, 1249]"
200,"[1604, 1192, 1884, 114, 687]"
201,"[1705, 1704, 892, 1914, 66]"
202,"[1900, 1620, 95, 93, 1904]"
203,"[1317, 878, 73, 480, 1723]"
204,"[1607, 1517, 1532, 1564, 1534]"
205,"[1915, 114, 1618, 478, 1604]"
206,"[1317, 1758, 1704, 1705, 1762]"
207,"[16, 1772, 1457, 1461, 1210]"
208,"[1705, 111, 1249, 860, 1600]"
209,"[587, 862, 1924, 1894, 1603]"
210,"[823, 737, 719, 824, 1666]"
211,"[1704, 1884, 478, 1705, 1924]"
212,"[408, 114, 890, 112, 1904]"
213,"[114, 1904, 1192, 1610, 860]"
214,"[1924, 1904, 1611, 1604, 1887]"
215,"[1063, 1897, 1762, 1192, 1705]"
216,"[1523, 114, 1906, 1899, 1926]"
217,"[1878, 1707, 1570, 1246, 1708]"
218,"[1899, 1526, 1885, 1567, 1705]"
219,"[1733, 480, 493, 468, 501]"
220,"[165, 1915, 1617, 1924, 926]"
221,"[1613, 1157, 1607, 108, 138]"
222,"[1013, 1488, 1607, 1298, 430]"
223,"[1704, 551, 106, 1887, 1705]"
224,"[1567, 1192, 135, 16, 1896]"
225,"[1906, 1825, 1705, 1528, 1704]"
226,"[1613, 1666, 926, 1904, 1248]"
227,"[432, 1924, 1885, 464, 1592]"
228,"[1705, 114, 375, 1704, 687]"
229,"[1728, 1732, 1192, 1904, 1704]"
230,"[892, 1929, 1889, 1072, 1607]"
231,"[1878, 1707, 1761, 1038, 412]"
232,"[1599, 440, 1192, 95, 1704]"
233,"[114, 1192, 16, 1610, 1611]"
234,"[884, 74, 1533, 107, 111]"
235,"[1620, 1249, 1043, 1592, 677]"
236,"[16, 114, 1636, 110, 1604]"
237,"[1832, 1401, 1887, 1358, 1363]"
238,"[1249, 1592, 677, 1511, 1836]"
239,"[1704, 1887, 1908, 432, 1746]"
240,"[1902, 1592, 1302, 1030, 1249]"
241,"[368, 372, 454, 1613, 1606]"
242,"[1906, 1887, 624, 1889, 1588]"
243,"[1567, 135, 16, 1607, 1887]"
244,"[1556, 1746, 1114, 1554, 1915]"
245,"[478, 1924, 1886, 1887, 1704]"
246,"[1900, 1902, 1917, 368, 890]"
247,"[403, 1670, 1759, 1320, 1764]"
248,"[1192, 1157, 368, 372, 1191]"
249,"[455, 692, 114, 1192, 1904]"
250,"[1878, 1707, 73, 1246, 1317]"
251,"[1601, 1604, 1606, 1249, 1523]"
252,"[1906, 1043, 1915, 1528, 257]"
253,"[1792, 443, 1192, 807, 114]"
254,"[1902, 114, 116, 1900, 1924]"
255,"[687, 1701, 1704, 749, 1705]"
256,"[1157, 368, 1113, 1613, 1067]"
257,"[1894, 1885, 748, 1607, 1704]"
258,"[1260, 1861, 430, 501, 1256]"
259,"[1915, 1924, 1887, 926, 1192]"
260,"[406, 1317, 111, 407, 474]"
261,"[453, 1525, 1704, 1705, 111]"
262,"[1249, 1886, 1890, 1529, 1904]"
263,"[419, 1914, 159, 937, 455]"
264,"[1705, 1704, 901, 1607, 1825]"
265,"[1924, 478, 1457, 898, 1249]"
266,"[1915, 1704, 1567, 1887, 1885]"
267,"[1555, 1617, 1902, 1900, 1758]"
268,"[1924, 1884, 478, 1922, 1897]"
269,"[1556, 368, 1891, 862, 1598]"
270,"[1772, 334, 1896, 1567, 587]"
271,"[1929, 1592, 1590, 1894, 218]"
272,"[1733, 1667, 1659, 1052, 964]"
273,"[1915, 1929, 926, 1299, 1303]"
274,"[1607, 1896, 1608, 1033, 1598]"
275,"[1249, 363, 1607, 1570, 1636]"
276,"[290, 118, 749, 403, 1320]"
277,"[1611, 1604, 1511, 53, 66]"
278,"[114, 1607, 1517, 527, 1188]"
279,"[1491, 1555, 1772, 1412, 480]"
280,"[403, 903, 1317, 480, 1723]"
281,"[1896, 1608, 1607, 1567, 1904]"
282,"[530, 1904, 113, 1899, 1192]"
283,"[372, 368, 1113, 1191, 1904]"
284,"[1607, 1612, 432, 1705, 1534]"
285,"[594, 1772, 1513, 542, 1246]"
286,"[1900, 1917, 892, 1902, 872]"
287,"[1157, 28, 1113, 368, 1192]"
288,"[1904, 403, 1317, 73, 1246]"
289,"[1675, 1915, 216, 862, 1604]"
290,"[125, 1902, 408, 1924, 1677]"
291,"[1915, 1861, 1561, 493, 1560]"
292,"[113, 409, 102, 1904, 1533]"
293,"[420, 749, 1887, 1885, 1873]"
294,"[933, 1885, 1887, 1892, 1836]"
295,"[1900, 1917, 478, 692, 1924]"
296,"[1620, 1915, 1906, 1793, 408]"
297,"[1917, 1612, 1599, 890, 1620]"
298,"[1904, 1192, 114, 1890, 116]"
299,"[1884, 432, 1562, 1887, 171]"
300,"[1249, 1607, 901, 885, 1626]"
301,"[1249, 885, 1873, 1836, 1832]"
302,"[1772, 349, 1516, 1317, 1705]"
303,"[677, 1249, 1792, 1197, 1832]"
304,"[1761, 1758, 1112, 1312, 1192]"
305,"[1795, 403, 1320, 749, 1006]"
306,"[135, 1636, 1727, 1728, 16]"
307,"[1257, 1363, 501, 1306, 1068]"
308,"[933, 1705, 419, 1887, 1009]"
309,"[1193, 110, 1733, 114, 1192]"
310,"[135, 1768, 468, 111, 60]"
311,"[1659, 501, 1531, 1904, 403]"
312,"[749, 1887, 1670, 1525, 933]"
313,"[1825, 493, 511, 501, 1363]"
314,"[441, 66, 1320, 1295, 82]"
315,"[162, 403, 1723, 749, 282]"
316,"[608, 403, 511, 480, 1723]"
317,"[114, 1610, 1922, 1897, 1192]"
318,"[1915, 1900, 890, 1902, 922]"
319,"[114, 455, 1900, 1902, 1604]"
320,"[1932, 1704, 403, 1009, 1013]"
321,"[1924, 1915, 890, 1604, 1746]"
322,"[1072, 886, 372, 480, 37]"
323,"[823, 988, 736, 149, 1049]"
324,"[16, 1610, 114, 1611, 1614]"
325,"[1772, 1878, 1707, 1886, 1246]"
326,"[1607, 1737, 1733, 1894, 768]"
327,"[1063, 1899, 1599, 1922, 1897]"
328,"[926, 1915, 1617, 885, 1906]"
329,"[409, 1359, 688, 1063, 1704]"
330,"[1915, 1528, 922, 1902, 1552]"
331,"[446, 468, 1197, 1772, 361]"
332,"[1618, 114, 926, 1592, 1885]"
333,"[1192, 1607, 1615, 1704, 403]"
334,"[1607, 1517, 1192, 1896, 1904]"
335,"[1604, 216, 432, 926, 1249]"
336,"[1028, 1717, 111, 403, 1428]"
337,"[1902, 1924, 1704, 403, 1699]"
338,"[1526, 1899, 1924, 1534, 1536]"
339,"[1192, 1570, 1615, 1607, 468]"
340,"[1884, 114, 1922, 1897, 16]"
341,"[1192, 114, 1534, 372, 89]"
342,"[1902, 1713, 1552, 102, 1561]"
343,"[114, 1192, 1307, 1875, 1705]"
344,"[1570, 413, 372, 1878, 1707]"
345,"[1607, 1659, 1269, 403, 1666]"
346,"[1915, 1192, 1617, 97, 96]"
347,"[1604, 1601, 1523, 109, 1192]"
348,"[1915, 1249, 1302, 1825, 1363]"
349,"[114, 1604, 1922, 1897, 1192]"
350,"[114, 1561, 1536, 1619, 661]"
351,"[1884, 478, 1924, 1705, 1758]"
352,"[368, 1192, 372, 455, 1567]"
353,"[472, 1701, 1006, 277, 861]"
354,"[1612, 1704, 1620, 1567, 432]"
355,"[1915, 368, 409, 1299, 1617]"
356,"[1915, 1249, 1832, 823, 1836]"
357,"[1924, 1922, 1897, 1884, 114]"
358,"[1670, 403, 1320, 677, 72]"
359,"[890, 1904, 112, 114, 1704]"
360,"[1599, 1917, 1904, 1891, 1746]"
361,"[1900, 1620, 1891, 1885, 1887]"
362,"[1904, 1599, 1891, 1746, 1887]"
363,"[1900, 113, 112, 890, 43]"
364,"[1915, 1899, 1620, 95, 1646]"
365,"[432, 919, 403, 282, 480]"
366,"[1795, 403, 1320, 749, 667]"
367,"[1270, 1896, 1636, 1592, 1611]"
368,"[1316, 1836, 1809, 1832, 1887]"
369,"[1023, 514, 1903, 511, 135]"
370,"[1932, 1844, 1704, 1851, 1850]"
371,"[511, 1809, 857, 1872, 1835]"
372,"[73, 171, 403, 1320, 749]"
373,"[446, 655, 412, 403, 1320]"
374,"[1915, 116, 1924, 1884, 478]"
375,"[73, 1524, 282, 111, 468]"
376,"[1599, 1899, 1887, 1922, 1897]"
377,"[1902, 1704, 442, 1104, 1620]"
378,"[1316, 1461, 561, 1457, 480]"
379,"[478, 1904, 1887, 1646, 1588]"
380,"[1612, 884, 1615, 1904, 1620]"
381,"[1, 368, 1607, 1704, 1659]"
382,"[478, 1924, 1899, 1299, 1704]"
383,"[1567, 1705, 1733, 1704, 1607]"
384,"[1193, 1613, 1612, 1909, 1666]"
385,"[1017, 1536, 1599, 110, 349]"
386,"[590, 587, 597, 595, 599]"
387,"[1567, 1249, 1611, 16, 1884]"
388,"[1070, 1628, 98, 425, 78]"
389,"[1704, 1873, 1836, 1885, 1073]"
390,"[1915, 1557, 1903, 1279, 1662]"
391,"[1521, 1904, 1192, 1523, 1760]"
392,"[1922, 1897, 1526, 890, 1905]"
393,"[1488, 1705, 1704, 403, 824]"
394,"[878, 892, 1613, 110, 480]"
395,"[1567, 1192, 1896, 16, 135]"
396,"[1894, 590, 593, 597, 587]"
397,"[1899, 114, 1147, 1636, 375]"
398,"[1906, 1302, 926, 446, 1825]"
399,"[1587, 1887, 1746, 1607, 1646]"
400,"[1894, 1567, 1884, 1887, 1886]"
401,"[930, 1670, 936, 165, 1701]"
402,"[1915, 1246, 116, 1924, 1197]"
403,"[1884, 1758, 1705, 1804, 1801]"
404,"[347, 403, 73, 990, 1006]"
405,"[511, 111, 468, 1704, 480]"
406,"[1157, 368, 862, 901, 1613]"
407,"[1900, 1620, 1543, 403, 1259]"
408,"[1902, 165, 1713, 1900, 890]"
409,"[1655, 339, 1705, 1760, 1761]"
410,"[1745, 1671, 1616, 1074, 96]"
411,"[1592, 1675, 1249, 1302, 1699]"
412,"[1726, 692, 1601, 926, 1604]"
413,"[204, 140, 195, 200, 952]"
414,"[625, 1670, 1855, 1701, 163]"
415,"[135, 1711, 468, 73, 111]"
416,"[1904, 1532, 1489, 1529, 175]"
417,"[930, 933, 93, 1809, 478]"
418,"[1592, 1915, 165, 408, 1659]"
419,"[1157, 1067, 432, 1186, 1607]"
420,"[1148, 1620, 897, 1520, 924]"
421,"[1590, 256, 1592, 1666, 1658]"
422,"[1587, 1627, 1037, 1031, 480]"
423,"[594, 1513, 1772, 542, 1340]"
424,"[1607, 511, 1615, 1628, 1885]"
425,"[1607, 1666, 1705, 1704, 1733]"
426,"[446, 688, 1197, 365, 625]"
427,"[1192, 114, 408, 1248, 1611]"
428,"[1157, 276, 1319, 1318, 1896]"
429,"[1549, 1551, 165, 1698, 102]"
430,"[1590, 1042, 1249, 1026, 1809]"
431,"[933, 398, 1809, 72, 1832]"
432,"[478, 1924, 1884, 919, 1604]"
433,"[1915, 376, 1620, 1259, 1261]"
434,"[1193, 1613, 862, 164, 1904]"
435,"[1567, 372, 135, 1607, 16]"
436,"[926, 1809, 403, 1704, 1906]"
437,"[933, 511, 1809, 1887, 1835]"
438,"[478, 1924, 1030, 1887, 1901]"
439,"[1772, 66, 1363, 1317, 1580]"
440,"[1917, 1612, 1599, 890, 1620]"
441,"[1555, 1915, 1192, 587, 216]"
442,"[660, 1887, 1885, 1904, 639]"
443,"[372, 1249, 1063, 660, 1567]"
444,"[372, 368, 1896, 1894, 455]"
445,"[1363, 1825, 1831, 1832, 1302]"
446,"[1900, 1902, 114, 868, 408]"
447,"[1249, 511, 1809, 1825, 1607]"
448,"[125, 116, 1704, 1924, 1249]"
449,"[1071, 1587, 113, 1904, 89]"
450,"[1193, 1836, 1873, 1832, 1885]"
451,"[1, 1894, 1607, 511, 1666]"
452,"[1917, 1074, 1891, 1887, 1114]"
453,"[1900, 1902, 1552, 1917, 890]"
454,"[95, 93, 162, 749, 1249]"
455,"[267, 266, 239, 238, 235]"
456,"[1915, 1922, 1897, 1192, 1526]"
457,"[1915, 1916, 125, 1928, 1906]"
458,"[1900, 1676, 128, 402, 1915]"
459,"[926, 1617, 1906, 1659, 1095]"
460,"[1836, 1915, 1873, 1832, 1590]"
461,"[1192, 727, 726, 1650, 82]"
462,"[425, 432, 1551, 1901, 1620]"
463,"[1924, 1556, 163, 1884, 1713]"
464,"[1915, 1924, 408, 1299, 1249]"
465,"[468, 1570, 111, 73, 403]"
466,"[926, 885, 1158, 335, 1617]"
467,"[73, 1759, 1764, 468, 111]"
468,"[1900, 18, 1704, 1709, 413]"
469,"[1192, 412, 1570, 1904, 1615]"
470,"[811, 1192, 1071, 413, 415]"
471,"[1255, 1617, 1304, 1904, 1677]"
472,"[110, 1772, 1062, 1063, 16]"
473,"[1924, 1592, 1929, 1042, 1659]"
474,"[853, 276, 1130, 1929, 1902]"
475,"[1915, 1598, 872, 1746, 1249]"
476,"[594, 1513, 542, 1772, 595]"
477,"[403, 1832, 901, 1825, 892]"
478,"[1900, 1543, 1927, 1620, 1074]"
479,"[1599, 112, 890, 1904, 1762]"
480,"[455, 368, 1607, 1255, 1628]"
481,"[1667, 1659, 1617, 1197, 403]"
482,"[1617, 292, 455, 1610, 1924]"
483,"[1607, 1608, 1733, 432, 1157]"
484,"[1884, 1902, 114, 1924, 1552]"
485,"[103, 1705, 1069, 901, 1905]"
486,"[1607, 1517, 1608, 1534, 1613]"
487,"[1567, 901, 16, 114, 1636]"
488,"[1612, 1620, 749, 1666, 1891]"
489,"[425, 1666, 1552, 78, 1902]"
490,"[1915, 1917, 1924, 114, 1561]"
491,"[1549, 1901, 216, 1547, 1604]"
492,"[1608, 1607, 368, 372, 403]"
493,"[1543, 216, 1900, 1618, 1746]"
494,"[1792, 1192, 1599, 884, 1191]"
495,"[1894, 1890, 1884, 1562, 1896]"
496,"[1735, 1737, 1733, 1705, 739]"
497,"[455, 1607, 1613, 1192, 1704]"
498,"[1924, 1598, 1887, 1618, 1892]"
499,"[1192, 1712, 114, 1604, 692]"
500,"[1767, 403, 73, 111, 78]"
501,"[1191, 1523, 1581, 1599, 1192]"
502,"[1536, 1370, 1358, 1363, 1511]"
503,"[1762, 679, 111, 480, 1600]"
504,"[1620, 1074, 1536, 1887, 1885]"
505,"[1889, 1822, 1841, 1840, 1839]"
506,"[1246, 1901, 1772, 110, 1617]"
507,"[1936, 357, 823, 1666, 824]"
508,"[1906, 1528, 903, 1607, 432]"
509,"[1063, 1899, 1620, 1746, 1906]"
510,"[1902, 1552, 1917, 757, 798]"
511,"[114, 16, 1915, 1192, 1636]"
512,"[410, 1202, 372, 1607, 368]"
513,"[1338, 1370, 1584, 282, 1363]"
514,"[1613, 1056, 1607, 1894, 1249]"
515,"[216, 113, 1604, 165, 1733]"
516,"[408, 114, 1592, 1604, 216]"
517,"[1906, 1607, 455, 926, 1904]"
518,"[1620, 1902, 1074, 1917, 95]"
519,"[220, 16, 135, 1058, 1922]"
520,"[788, 787, 1884, 464, 1887]"
521,"[1878, 1707, 1570, 1246, 73]"
522,"[1825, 1592, 1836, 1363, 1873]"
523,"[1809, 1832, 1873, 1836, 823]"
524,"[885, 1752, 1666, 823, 1590]"
525,"[408, 98, 1544, 97, 96]"
526,"[1705, 1924, 1713, 289, 1704]"
527,"[926, 1906, 824, 432, 1666]"
528,"[1613, 1530, 1554, 1191, 257]"
529,"[1772, 594, 212, 639, 749]"
530,"[165, 1191, 1904, 1192, 1705]"
531,"[1915, 1906, 1302, 357, 1104]"
532,"[1607, 1659, 74, 66, 1903]"
533,"[862, 1567, 368, 16, 114]"
534,"[304, 478, 1030, 1074, 443]"
535,"[1307, 1924, 1592, 1887, 1885]"
536,"[73, 37, 1428, 1207, 403]"
537,"[455, 1924, 1884, 114, 1604]"
538,"[478, 1924, 926, 335, 1705]"
539,"[1317, 135, 808, 480, 809]"
540,"[18, 1619, 1709, 1742, 89]"
541,"[1131, 452, 97, 96, 749]"
542,"[1192, 114, 16, 1604, 1600]"
543,"[1915, 1906, 432, 165, 1528]"
544,"[1705, 1899, 1567, 1193, 478]"
545,"[1906, 1873, 1836, 1832, 432]"
546,"[1906, 926, 1528, 432, 1666]"
547,"[1607, 432, 1586, 1836, 885]"
548,"[1924, 478, 1561, 1607, 606]"
549,"[16, 1924, 1884, 860, 1600]"
550,"[605, 1906, 371, 1299, 723]"
551,"[1659, 1915, 1906, 1043, 1302]"
552,"[1567, 368, 1113, 1192, 1896]"
553,"[1607, 432, 765, 1733, 1666]"
554,"[511, 1192, 1607, 1608, 1885]"
555,"[1536, 1772, 1899, 18, 1489]"
556,"[114, 1307, 1192, 1924, 16]"
557,"[1567, 135, 1607, 1885, 1191]"
558,"[478, 1924, 114, 890, 1904]"
559,"[811, 1071, 1899, 1599, 1922]"
560,"[1704, 1705, 1073, 857, 1887]"
561,"[114, 1915, 216, 1192, 1917]"
562,"[1900, 1915, 1902, 890, 922]"
563,"[1704, 834, 527, 1317, 1705]"
564,"[1924, 478, 114, 919, 1610]"
565,"[1620, 1890, 1520, 1887, 515]"
566,"[811, 114, 1924, 1899, 413]"
567,"[628, 1887, 749, 1670, 1886]"
568,"[1915, 1746, 922, 420, 874]"
569,"[1899, 1526, 1567, 1193, 1904]"
570,"[1607, 403, 1249, 1904, 926]"
571,"[1906, 1528, 1191, 1899, 1588]"
572,"[1915, 408, 89, 1746, 1620]"
573,"[1915, 113, 890, 1604, 1924]"
574,"[1567, 135, 1607, 1611, 901]"
575,"[1915, 868, 1903, 1748, 1363]"
576,"[66, 1814, 1813, 903, 1811]"
577,"[1772, 594, 649, 739, 401]"
578,"[1922, 1897, 1249, 1526, 113]"
579,"[1899, 1894, 1904, 1884, 1887]"
580,"[223, 1338, 1590, 1332, 1584]"
581,"[1567, 1604, 259, 1915, 1620]"
582,"[98, 1550, 1620, 1619, 1534]"
583,"[1671, 1745, 1616, 1924, 1534]"
584,"[1705, 1884, 16, 1704, 114]"
585,"[1904, 403, 892, 1723, 282]"
586,"[1592, 1924, 926, 1901, 1915]"
587,"[1899, 1904, 1536, 1924, 114]"
588,"[1809, 403, 624, 1612, 1906]"
589,"[926, 1659, 1193, 1903, 624]"
590,"[1915, 1560, 857, 1302, 655]"
591,"[1884, 116, 1704, 1604, 1249]"
592,"[1613, 1901, 1903, 1535, 1894]"
593,"[420, 1887, 749, 1249, 480]"
594,"[1915, 125, 97, 96, 1638]"
595,"[501, 1900, 1555, 1917, 18]"
596,"[1884, 1064, 1312, 464, 1916]"
597,"[1904, 1567, 1915, 95, 1246]"
598,"[1865, 1929, 1670, 1906, 514]"
599,"[1825, 1705, 403, 1249, 1826]"
600,"[1924, 1705, 1915, 1561, 1617]"
