q_id,web_list
63,"[1071, 868, 1748, 1197, 1637]"
64,"[1072, 1065, 1567, 1646, 1143]"
65,"[1011, 1704, 1705, 1567, 1686]"
66,"[1900, 1915, 1924, 1777, 1765]"
67,"[1704, 1705, 385, 383, 739]"
68,"[1073, 666, 1118, 663, 637]"
69,"[1915, 1580, 1340, 510, 1486]"
70,"[1896, 1157, 1607, 1608, 372]"
71,"[1775, 1768, 1704, 89, 125]"
72,"[342, 124, 1120, 1700, 1904]"
73,"[376, 1855, 677, 930, 1135]"
74,"[1704, 921, 1705, 1922, 1897]"
75,"[1915, 1899, 1526, 1587, 1627]"
76,"[1915, 1705, 1704, 624, 1193]"
77,"[1917, 1915, 408, 1733, 347]"
78,"[1726, 1758, 478, 116, 368]"
79,"[1915, 1914, 823, 1705, 1762]"
80,"[1906, 372, 369, 1032, 599]"
81,"[1171, 447, 1515, 440, 1926]"
82,"[1915, 1761, 1760, 216, 1249]"
83,"[368, 1014, 1915, 862, 1344]"
84,"[368, 1157, 372, 862, 216]"
85,"[1915, 1043, 677, 1919, 1051]"
86,"[338, 440, 1586, 1615, 1088]"
87,"[1902, 420, 60, 1036, 1742]"
88,"[1896, 1607, 1157, 410, 1202]"
89,"[1915, 1570, 1557, 1900, 1543]"
90,"[787, 1449, 906, 940, 1157]"
91,"[1713, 1701, 420, 289, 1518]"
92,"[1922, 1897, 1113, 1567, 114]"
93,"[1924, 688, 677, 376, 1932]"
94,"[116, 1704, 16, 1113, 124]"
95,"[1915, 1066, 455, 1618, 89]"
96,"[1915, 1763, 743, 1894, 750]"
97,"[90, 1828, 1837, 1045, 1863]"
98,"[887, 368, 219, 1040, 1066]"
99,"[1121, 753, 1878, 1707, 440]"
100,"[1615, 321, 1071, 1567, 1066]"
101,"[283, 1917, 1900, 1915, 1030]"
102,"[1704, 1316, 1705, 1607, 1904]"
103,"[1915, 608, 757, 1640, 216]"
104,"[926, 124, 1884, 1557, 455]"
105,"[1772, 1813, 1025, 410, 1810]"
106,"[365, 1915, 322, 1014, 1008]"
107,"[1148, 967, 371, 1762, 175]"
108,"[828, 1580, 1704, 1705, 337]"
109,"[28, 781, 1638, 116, 1789]"
110,"[1502, 1704, 116, 164, 1875]"
111,"[1915, 624, 1598, 1277, 1319]"
112,"[1034, 164, 165, 1193, 1025]"
113,"[1891, 925, 1118, 420, 73]"
114,"[1900, 1915, 1543, 1068, 455]"
115,"[1915, 455, 1030, 1257, 1068]"
116,"[1034, 1029, 1193, 937, 159]"
117,"[1671, 1616, 1907, 1745, 866]"
118,"[705, 1158, 373, 768, 745]"
119,"[478, 1915, 1705, 1704, 1067]"
120,"[441, 1451, 1646, 961, 290]"
121,"[368, 1157, 372, 455, 421]"
122,"[1792, 1704, 1811, 1812, 1821]"
123,"[89, 419, 735, 166, 935]"
124,"[1045, 1570, 372, 1705, 1557]"
125,"[372, 368, 683, 1072, 1704]"
126,"[1761, 1915, 1793, 1792, 1733]"
127,"[937, 159, 165, 164, 1618]"
128,"[1929, 375, 535, 1307, 1567]"
129,"[1157, 368, 372, 705, 455]"
130,"[1758, 1705, 292, 1762, 1704]"
131,"[1878, 1707, 8, 1166, 1173]"
132,"[1907, 1768, 1704, 786, 1705]"
133,"[478, 1924, 1915, 1705, 1704]"
134,"[1916, 1924, 478, 1704, 1032]"
135,"[705, 1157, 1704, 1705, 1825]"
136,"[1878, 1707, 45, 1704, 1596]"
137,"[1157, 1607, 1608, 1517, 372]"
138,"[1157, 1704, 1567, 1618, 1705]"
139,"[1157, 1930, 1915, 885, 1648]"
140,"[411, 1861, 1855, 90, 1846]"
141,"[1915, 1924, 1343, 1438, 1369]"
142,"[1760, 1761, 1705, 1758, 1762]"
143,"[921, 1035, 165, 1033, 1704]"
144,"[368, 1192, 1147, 455, 1113]"
145,"[828, 1922, 1897, 1025, 1710]"
146,"[469, 453, 1019, 1708, 78]"
147,"[927, 1863, 1907, 1915, 1828]"
148,"[677, 1704, 1705, 1896, 1567]"
149,"[368, 1045, 349, 372, 377]"
150,"[256, 1072, 83, 901, 1567]"
151,"[1915, 1651, 1205, 153, 398]"
152,"[1113, 1066, 114, 1569, 1617]"
153,"[1915, 419, 163, 1704, 919]"
154,"[1704, 1758, 1752, 1760, 1039]"
155,"[1726, 1704, 1601, 1604, 1705]"
156,"[858, 1878, 1707, 1705, 1795]"
157,"[368, 1157, 89, 1185, 125]"
158,"[1071, 103, 1807, 1705, 322]"
159,"[1277, 116, 692, 1726, 1638]"
160,"[1029, 1026, 938, 1042, 1705]"
161,"[1071, 1915, 1884, 921, 165]"
162,"[95, 1567, 164, 1608, 1704]"
163,"[1704, 1705, 1567, 1775, 1760]"
164,"[362, 1599, 722, 123, 1704]"
165,"[340, 1768, 1775, 1773, 1030]"
166,"[1895, 1772, 1015, 1570, 1785]"
167,"[102, 353, 1118, 97, 96]"
168,"[268, 288, 924, 98, 96]"
169,"[136, 275, 273, 277, 1630]"
170,"[1772, 599, 361, 1263, 1202]"
171,"[1673, 1674, 1704, 1705, 164]"
172,"[1907, 1899, 1705, 1567, 1704]"
173,"[47, 1314, 368, 856, 527]"
174,"[868, 1786, 1922, 1897, 1790]"
175,"[794, 1116, 1742, 1746, 409]"
176,"[1110, 438, 1915, 1344, 437]"
177,"[108, 1705, 1915, 89, 150]"
178,"[1762, 1064, 326, 993, 1155]"
179,"[1135, 1795, 329, 1888, 1887]"
180,"[1915, 624, 1598, 868, 1748]"
181,"[1570, 368, 372, 1066, 1192]"
182,"[368, 377, 372, 1915, 349]"
183,"[1915, 1917, 1900, 1561, 1705]"
184,"[1915, 1562, 410, 1202, 306]"
185,"[1593, 851, 216, 1705, 1597]"
186,"[368, 372, 1157, 455, 1705]"
187,"[113, 1922, 1897, 1899, 1526]"
188,"[116, 1147, 1884, 361, 455]"
189,"[1708, 1878, 1707, 1149, 1649]"
190,"[1915, 1704, 1705, 505, 369]"
191,"[1705, 1915, 1710, 1704, 1344]"
192,"[1704, 1705, 901, 162, 165]"
193,"[1915, 624, 1752, 1277, 1598]"
194,"[1704, 1705, 37, 1522, 1526]"
195,"[1900, 1915, 1260, 430, 1253]"
196,"[1071, 1705, 16, 1807, 1704]"
197,"[705, 1186, 1157, 1705, 1704]"
198,"[926, 79, 1617, 1619, 1618]"
199,"[865, 1747, 863, 1205, 271]"
200,"[1915, 1884, 919, 163, 1704]"
201,"[1033, 1704, 928, 1025, 1705]"
