q_id,web_list
63,"[1071, 868, 1748, 1704, 1197]"
64,"[1891, 1527, 1567, 1705, 1321]"
65,"[1592, 995, 1567, 1705, 1704]"
66,"[1902, 1924, 1705, 1765, 1777]"
67,"[1705, 1167, 1704, 1184, 1733]"
68,"[666, 634, 1073, 664, 874]"
69,"[1915, 1580, 1340, 510, 1486]"
70,"[1896, 1157, 1607, 1586, 1608]"
71,"[89, 165, 125, 1534, 1676]"
72,"[1904, 1700, 1232, 124, 1593]"
73,"[1855, 376, 959, 677, 394]"
74,"[1612, 1704, 1758, 1762, 1705]"
75,"[1915, 1588, 1906, 1899, 1526]"
76,"[1915, 1705, 1704, 624, 1598]"
77,"[1915, 1917, 1902, 408, 1620]"
78,"[478, 102, 116, 1924, 1617]"
79,"[823, 1914, 1762, 88, 533]"
80,"[372, 1906, 1302, 599, 1705]"
81,"[971, 1273, 778, 447, 1926]"
82,"[1915, 1832, 1761, 1705, 1249]"
83,"[368, 1915, 862, 1042, 408]"
84,"[372, 368, 1915, 1113, 862]"
85,"[1079, 1043, 1920, 677, 1077]"
86,"[1586, 1615, 338, 1019, 734]"
87,"[1742, 1536, 1520, 1534, 1528]"
88,"[1896, 1607, 1192, 1705, 1157]"
89,"[1557, 1570, 1543, 1900, 1804]"
90,"[1704, 1449, 1177, 787, 1675]"
91,"[1713, 1701, 692, 1626, 667]"
92,"[1192, 1567, 372, 114, 455]"
93,"[1924, 903, 677, 376, 1932]"
94,"[116, 16, 1924, 1922, 1897]"
95,"[1915, 1618, 116, 1207, 455]"
96,"[478, 811, 139, 743, 123]"
97,"[1863, 430, 1260, 1258, 1256]"
98,"[219, 368, 887, 1040, 1014]"
99,"[1246, 1878, 1707, 310, 846]"
100,"[1615, 1906, 321, 1071, 1556]"
101,"[283, 1917, 359, 1902, 1900]"
102,"[1705, 1316, 1607, 1704, 1904]"
103,"[1299, 1814, 1813, 1706, 1810]"
104,"[1617, 926, 1884, 455, 1705]"
105,"[1772, 1812, 410, 1202, 1263]"
106,"[365, 1915, 408, 1008, 1014]"
107,"[371, 1148, 1762, 914, 924]"
108,"[1772, 1704, 1302, 1705, 1050]"
109,"[1638, 116, 1694, 164, 1748]"
110,"[511, 1129, 1704, 164, 1875]"
111,"[1915, 624, 1598, 324, 1277]"
112,"[1705, 933, 164, 1193, 419]"
113,"[73, 4, 1878, 1707, 7]"
114,"[1900, 1915, 1917, 1068, 101]"
115,"[478, 289, 443, 1495, 1030]"
116,"[1029, 1026, 1193, 1586, 159]"
117,"[1671, 1745, 1907, 1616, 96]"
118,"[765, 1733, 762, 768, 745]"
119,"[478, 1915, 1924, 1067, 116]"
120,"[1772, 828, 1646, 1451, 1853]"
121,"[455, 421, 89, 1025, 116]"
122,"[1772, 1706, 1815, 1811, 1812]"
123,"[735, 89, 164, 938, 1924]"
124,"[135, 1721, 1570, 1802, 1804]"
125,"[372, 1098, 368, 683, 1760]"
126,"[446, 1733, 216, 1788, 60]"
127,"[1915, 919, 1025, 937, 159]"
128,"[1929, 1307, 375, 114, 1567]"
129,"[455, 1704, 1607, 1705, 1628]"
130,"[1762, 292, 1758, 1761, 718]"
131,"[1878, 1707, 8, 11, 456]"
132,"[1907, 1704, 1705, 786, 1618]"
133,"[478, 1924, 455, 1705, 1704]"
134,"[1705, 478, 1924, 1704, 1906]"
135,"[1704, 511, 1705, 1511, 1777]"
136,"[45, 1708, 1596, 1913, 1878]"
137,"[372, 1607, 1157, 441, 1517]"
138,"[1567, 1618, 1705, 1761, 1704]"
139,"[1157, 1046, 165, 1659, 1607]"
140,"[1861, 1855, 1846, 398, 1863]"
141,"[1915, 1299, 1256, 1260, 1924]"
142,"[1906, 1070, 455, 862, 1926]"
143,"[1299, 1924, 1704, 1914, 1762]"
144,"[368, 1042, 698, 1192, 1286]"
145,"[1630, 1704, 927, 581, 441]"
146,"[1246, 453, 495, 78, 1561]"
147,"[1863, 927, 430, 1935, 903]"
148,"[1704, 1705, 1567, 1618, 1894]"
149,"[372, 368, 1070, 1894, 1613]"
150,"[901, 256, 1567, 83, 28]"
151,"[1915, 930, 1705, 1906, 1528]"
152,"[1113, 1077, 1066, 114, 1569]"
153,"[1915, 1043, 478, 1620, 1752]"
154,"[1704, 1705, 1758, 1760, 1761]"
155,"[1726, 1604, 1601, 1705, 846]"
156,"[73, 1723, 1717, 37, 3]"
157,"[372, 1733, 1704, 89, 1705]"
158,"[1071, 1807, 1704, 1705, 811]"
159,"[1277, 1726, 1662, 692, 1112]"
160,"[1029, 1042, 938, 1046, 1026]"
161,"[1071, 1884, 163, 919, 1025]"
162,"[1896, 1193, 1907, 1705, 421]"
163,"[1567, 1705, 1704, 1388, 1922]"
164,"[1599, 123, 1768, 349, 1772]"
165,"[1768, 1762, 1773, 1775, 1769]"
166,"[1015, 1287, 1895, 1863, 1570]"
167,"[663, 637, 102, 97, 96]"
168,"[288, 97, 96, 1590, 824]"
169,"[136, 137, 275, 273, 279]"
170,"[1772, 595, 597, 593, 1299]"
171,"[1673, 892, 1674, 872, 164]"
172,"[1922, 1897, 1907, 1899, 1704]"
173,"[47, 1314, 1636, 527, 368]"
174,"[128, 1789, 1792, 1790, 1786]"
175,"[794, 1044, 1746, 922, 97]"
176,"[1110, 1915, 438, 437, 1705]"
177,"[1705, 1704, 920, 89, 911]"
178,"[993, 1072, 868, 1091, 1748]"
179,"[1888, 1795, 1130, 97, 875]"
180,"[1915, 624, 324, 868, 1598]"
181,"[1570, 198, 372, 1192, 1121]"
182,"[372, 368, 1915, 1113, 454]"
183,"[1915, 1902, 1917, 1900, 101]"
184,"[1915, 306, 1705, 1562, 1704]"
185,"[1582, 1380, 88, 49, 1704]"
186,"[368, 1894, 455, 1704, 1705]"
187,"[113, 1922, 1897, 1899, 1924]"
188,"[116, 377, 1884, 361, 1040]"
189,"[1708, 1878, 1707, 1513, 3]"
190,"[1915, 1902, 1704, 1705, 1137]"
191,"[1915, 1710, 1070, 1705, 1786]"
192,"[1612, 1704, 1705, 162, 901]"
193,"[624, 1752, 1277, 1606, 1598]"
194,"[1705, 1704, 1567, 1598, 1612]"
195,"[1900, 1924, 1543, 1302, 1256]"
196,"[1071, 1705, 1704, 16, 1807]"
197,"[1704, 1472, 1705, 765, 510]"
198,"[926, 1598, 1617, 1662, 1903]"
199,"[865, 1747, 863, 1269, 885]"
200,"[919, 1884, 159, 786, 937]"
201,"[1705, 1704, 1914, 1748, 868]"
202,"[1900, 1543, 1704, 1620, 1705]"
203,"[878, 1704, 922, 1756, 1705]"
204,"[1607, 1517, 1608, 1904, 1613]"
205,"[1915, 478, 1924, 1704, 1884]"
206,"[1704, 1758, 1705, 1760, 1762]"
207,"[16, 446, 1045, 1203, 1044]"
208,"[1705, 1032, 1704, 1762, 1758]"
209,"[587, 862, 1924, 1603, 1786]"
210,"[737, 719, 347, 959, 724]"
211,"[1704, 478, 1705, 1924, 361]"
212,"[1924, 116, 112, 408, 1762]"
213,"[1705, 1904, 1040, 114, 289]"
214,"[598, 596, 574, 600, 571]"
215,"[1705, 1762, 1897, 1704, 1758]"
216,"[1523, 1705, 1538, 1556, 1906]"
217,"[1570, 1878, 1707, 1721, 372]"
218,"[1899, 1705, 1526, 1906, 522]"
219,"[1733, 757, 927, 741, 1788]"
220,"[165, 1915, 1697, 1676, 1698]"
221,"[1157, 1613, 108, 138, 1607]"
222,"[1013, 945, 1705, 1704, 726]"
223,"[1704, 1705, 551, 106, 1637]"
224,"[1567, 1192, 1705, 1704, 135]"
225,"[1906, 1705, 1825, 1704, 1528]"
226,"[1613, 1666, 926, 692, 1248]"
227,"[464, 522, 164, 1135, 98]"
228,"[1705, 375, 1704, 1349, 454]"
229,"[1732, 1728, 1704, 1705, 759]"
230,"[1649, 1637, 692, 1788, 324]"
231,"[1775, 1761, 1762, 1249, 1760]"
232,"[440, 676, 1704, 1599, 697]"
233,"[455, 884, 114, 1567, 16]"
234,"[107, 927, 884, 1905, 1627]"
235,"[1043, 677, 372, 1676, 455]"
236,"[1636, 292, 1705, 900, 1704]"
237,"[1874, 1705, 1704, 505, 1358]"
238,"[677, 1043, 796, 1761, 1762]"
239,"[1704, 116, 439, 631, 1884]"
240,"[1902, 1030, 1302, 921, 866]"
241,"[368, 372, 454, 1613, 1570]"
242,"[1588, 1906, 1090, 1529, 1351]"
243,"[1567, 135, 1705, 1704, 1760]"
244,"[114, 922, 1705, 1896, 1114]"
245,"[478, 1924, 1705, 1704, 1886]"
246,"[1902, 1900, 1917, 368, 116]"
247,"[1759, 1764, 1705, 145, 1752]"
248,"[1157, 368, 372, 1733, 321]"
249,"[455, 1726, 692, 125, 454]"
250,"[7, 1878, 1707, 1772, 1708]"
251,"[1601, 706, 692, 1761, 1704]"
252,"[1043, 1916, 1915, 1178, 1906]"
253,"[1792, 443, 1192, 807, 114]"
254,"[116, 1900, 1902, 1917, 1916]"
255,"[1704, 1705, 107, 440, 98]"
256,"[1157, 368, 1113, 1067, 1613]"
257,"[1705, 1704, 677, 1894, 748]"
258,"[1260, 430, 1256, 1258, 1863]"
259,"[1915, 1924, 1025, 89, 165]"
260,"[406, 407, 428, 223, 1086]"
261,"[1704, 1705, 1764, 494, 453]"
262,"[1886, 1762, 1598, 1761, 1257]"
263,"[419, 1914, 159, 937, 164]"
264,"[1705, 1704, 374, 1733, 89]"
265,"[1924, 478, 1704, 1705, 1755]"
266,"[1915, 1704, 1705, 1358, 1227]"
267,"[1760, 1900, 1758, 1617, 1902]"
268,"[1924, 478, 1705, 1704, 1884]"
269,"[368, 862, 683, 1538, 455]"
270,"[1586, 379, 1019, 334, 1615]"
271,"[1030, 1024, 1929, 1687, 927]"
272,"[1052, 363, 1667, 1733, 255]"
273,"[1915, 1900, 1299, 1077, 1929]"
274,"[1896, 1033, 1607, 164, 921]"
275,"[363, 1570, 1607, 1587, 1705]"
276,"[290, 257, 1704, 1705, 1696]"
277,"[1232, 1296, 1785, 259, 1511]"
278,"[1915, 1607, 527, 89, 113]"
279,"[1772, 364, 760, 1491, 346]"
280,"[403, 765, 751, 759, 752]"
281,"[1157, 1896, 1607, 1608, 1517]"
282,"[530, 1704, 1705, 896, 1762]"
283,"[372, 368, 1113, 1557, 862]"
284,"[1607, 1906, 1705, 1588, 1704]"
285,"[594, 1513, 542, 1772, 927]"
286,"[1900, 1917, 1543, 1077, 1902]"
287,"[1157, 1113, 368, 1615, 862]"
288,"[1904, 124, 18, 1316, 1587]"
289,"[1675, 862, 1676, 1592, 1915]"
290,"[125, 1761, 478, 1902, 1924]"
291,"[1915, 677, 1792, 1789, 1790]"
292,"[1173, 164, 89, 1166, 1733]"
293,"[420, 1786, 1603, 862, 606]"
294,"[1620, 933, 1705, 1704, 1775]"
295,"[1900, 1917, 1915, 359, 478]"
296,"[1620, 1793, 1915, 1043, 89]"
297,"[1917, 1914, 1704, 1758, 1762]"
298,"[1904, 1705, 116, 1192, 1067]"
299,"[1884, 1887, 171, 782, 1562]"
300,"[1249, 1705, 1202, 410, 1749]"
301,"[1043, 1249, 885, 1704, 1705]"
302,"[1772, 1516, 1705, 349, 1704]"
303,"[677, 1793, 1792, 1789, 1790]"
304,"[1704, 478, 1924, 1884, 919]"
305,"[1795, 1135, 875, 607, 1130]"
306,"[1015, 392, 135, 1728, 1727]"
307,"[1257, 1306, 462, 1363, 395]"
308,"[1705, 419, 1704, 165, 931]"
309,"[1787, 1786, 1775, 1761, 1769]"
310,"[1768, 135, 1889, 1769, 339]"
311,"[501, 1531, 1030, 1068, 868]"
312,"[1525, 1746, 1541, 98, 793]"
313,"[1705, 1704, 1765, 1777, 1825]"
314,"[441, 1295, 298, 433, 1687]"
315,"[165, 162, 919, 924, 938]"
316,"[599, 595, 597, 593, 765]"
317,"[455, 114, 1884, 16, 811]"
318,"[1915, 1900, 890, 922, 1676]"
319,"[1902, 1900, 114, 1884, 455]"
320,"[1932, 1704, 530, 1705, 896]"
321,"[1915, 1924, 1917, 478, 116]"
322,"[372, 29, 1072, 116, 886]"
323,"[988, 149, 971, 736, 1049]"
324,"[216, 1733, 1915, 116, 1544]"
325,"[1772, 1886, 1301, 1763, 356]"
326,"[1607, 1737, 1733, 768, 745]"
327,"[1924, 1762, 1704, 242, 1899]"
328,"[926, 919, 885, 1915, 1025]"
329,"[1713, 409, 96, 97, 1704]"
330,"[1863, 1935, 430, 927, 1023]"
331,"[361, 818, 1038, 446, 1760]"
332,"[1705, 1704, 1676, 1675, 1618]"
333,"[1607, 1192, 1704, 1615, 1705]"
334,"[1607, 1517, 1896, 1192, 1587]"
335,"[1604, 216, 1915, 1748, 868]"
336,"[1028, 1925, 784, 1626, 891]"
337,"[1902, 1704, 1926, 1705, 1699]"
338,"[1526, 1527, 1924, 1041, 1899]"
339,"[1570, 198, 372, 1192, 1121]"
340,"[1922, 1897, 114, 1192, 1884]"
341,"[372, 89, 116, 29, 1121]"
342,"[1902, 102, 1713, 420, 1068]"
343,"[114, 1875, 1761, 1192, 1704]"
344,"[1570, 372, 1875, 1536, 1694]"
345,"[1586, 1269, 1705, 1607, 1344]"
346,"[1915, 1113, 1192, 368, 1900]"
347,"[888, 1705, 1604, 1601, 1726]"
348,"[1915, 98, 1030, 900, 428]"
349,"[116, 379, 114, 1705, 1884]"
350,"[1704, 1705, 1760, 1917, 1758]"
351,"[478, 1705, 1924, 1758, 1761]"
352,"[368, 372, 1570, 455, 862]"
353,"[472, 277, 1701, 415, 2]"
354,"[1612, 1704, 164, 1705, 165]"
355,"[1915, 368, 1113, 677, 455]"
356,"[1915, 165, 885, 1008, 823]"
357,"[478, 1924, 919, 1704, 1922]"
358,"[677, 1812, 1811, 1705, 376]"
359,"[890, 1704, 1705, 112, 1904]"
360,"[1917, 1599, 1704, 1914, 1758]"
361,"[1900, 1705, 1029, 1543, 1025]"
362,"[1599, 1917, 1914, 1762, 1758]"
363,"[1900, 1917, 1543, 113, 112]"
364,"[1915, 95, 1899, 1620, 1704]"
365,"[919, 1025, 938, 921, 164]"
366,"[1795, 1887, 1888, 875, 1135]"
367,"[1270, 1710, 1658, 257, 1636]"
368,"[1836, 1832, 1316, 1873, 903]"
369,"[1023, 398, 1290, 1861, 1863]"
370,"[1704, 1769, 1775, 1705, 1762]"
371,"[1137, 857, 1705, 1704, 511]"
372,"[73, 171, 1670, 749, 1902]"
373,"[1787, 1786, 655, 411, 1733]"
374,"[116, 1915, 478, 1924, 1761]"
375,"[1524, 1525, 1752, 1559, 1197]"
376,"[1704, 1637, 1091, 1705, 692]"
377,"[1902, 1704, 442, 1104, 1705]"
378,"[1316, 561, 1758, 1461, 361]"
379,"[1907, 388, 478, 1705, 1897]"
380,"[1758, 1762, 884, 1914, 1704]"
381,"[368, 1, 1704, 1607, 455]"
382,"[478, 1704, 1924, 163, 919]"
383,"[1705, 1704, 1733, 1762, 1761]"
384,"[1613, 1608, 1909, 1914, 455]"
385,"[1017, 1599, 349, 919, 1043]"
386,"[1790, 1789, 292, 1788, 1792]"
387,"[372, 1567, 1721, 1924, 1733]"
388,"[98, 1628, 1070, 368, 289]"
389,"[1704, 1705, 1073, 1836, 1873]"
390,"[1915, 1557, 1662, 1125, 1066]"
391,"[1760, 361, 1273, 1762, 1926]"
392,"[1681, 881, 1922, 1897, 188]"
393,"[1488, 1705, 1029, 1133, 331]"
394,"[878, 1704, 922, 487, 1756]"
395,"[1567, 1192, 1705, 1704, 1896]"
396,"[478, 590, 597, 593, 599]"
397,"[1147, 1899, 375, 455, 1636]"
398,"[1906, 1302, 1704, 1705, 926]"
399,"[868, 1924, 1792, 1789, 1787]"
400,"[1705, 1894, 1756, 1704, 1884]"
401,"[1746, 1705, 1704, 165, 925]"
402,"[1915, 116, 1924, 1246, 1038]"
403,"[1705, 1758, 1804, 1801, 1802]"
404,"[347, 990, 1769, 1026, 258]"
405,"[1704, 1705, 511, 135, 468]"
406,"[1157, 862, 368, 901, 1613]"
407,"[1900, 1620, 1543, 1259, 1261]"
408,"[1902, 1900, 1713, 289, 1917]"
409,"[339, 1655, 1705, 1760, 1758]"
410,"[1745, 1671, 1616, 96, 1041]"
411,"[28, 1675, 1699, 29, 1248]"
412,"[1726, 692, 1601, 846, 109]"
413,"[204, 140, 200, 964, 195]"
414,"[126, 787, 59, 1908, 1544]"
415,"[135, 1711, 1570, 1187, 1803]"
416,"[175, 163, 938, 125, 919]"
417,"[1618, 1752, 1705, 930, 1704]"
418,"[1154, 1915, 1592, 408, 1018]"
419,"[1067, 1157, 1186, 1069, 1035]"
420,"[1148, 924, 959, 149, 371]"
421,"[851, 1705, 1131, 1026, 317]"
422,"[1587, 1627, 1037, 175, 922]"
423,"[594, 1513, 1340, 1772, 542]"
424,"[1607, 765, 1704, 1705, 511]"
425,"[1607, 1705, 1704, 455, 1733]"
426,"[365, 398, 446, 464, 334]"
427,"[116, 1192, 114, 1611, 296]"
428,"[1157, 1319, 368, 1011, 276]"
429,"[1549, 1727, 320, 1728, 98]"
430,"[1042, 1030, 728, 925, 1026]"
431,"[361, 398, 533, 681, 683]"
432,"[478, 919, 1924, 102, 1043]"
433,"[1915, 376, 140, 913, 677]"
434,"[862, 164, 1613, 165, 1787]"
435,"[372, 1567, 108, 135, 1792]"
436,"[1705, 1704, 162, 926, 919]"
437,"[933, 1705, 1704, 1887, 511]"
438,"[478, 1030, 1704, 1924, 1761]"
439,"[1772, 1580, 1486, 1223, 1340]"
440,"[1917, 1599, 1914, 1704, 1758]"
441,"[1915, 1704, 216, 349, 1766]"
442,"[1760, 1904, 1516, 1704, 1713]"
443,"[372, 1072, 368, 683, 1760]"
444,"[372, 368, 1113, 862, 1894]"
445,"[677, 376, 1580, 1704, 1705]"
446,"[1900, 114, 1902, 1108, 1133]"
447,"[1249, 1705, 1021, 1511, 1704]"
448,"[125, 116, 1704, 1024, 1758]"
449,"[1071, 1587, 89, 1627, 1897]"
450,"[1836, 1873, 1832, 1705, 1193]"
451,"[1894, 1704, 1607, 1, 1705]"
452,"[1917, 1762, 1705, 485, 1704]"
453,"[1900, 1902, 1917, 28, 1552]"
454,"[162, 919, 931, 934, 164]"
455,"[261, 1317, 1567, 259, 240]"
456,"[1915, 868, 1192, 1922, 1897]"
457,"[1916, 125, 1915, 1043, 1928]"
458,"[1900, 1924, 478, 1102, 434]"
459,"[1095, 1906, 1259, 1704, 823]"
460,"[1915, 1863, 1302, 1935, 1862]"
461,"[727, 726, 1650, 734, 1011]"
462,"[1135, 1924, 1855, 1086, 398]"
463,"[1924, 163, 1713, 175, 919]"
464,"[1915, 1924, 1704, 1705, 408]"
465,"[1570, 372, 108, 1721, 1557]"
466,"[926, 1158, 335, 885, 1748]"
467,"[73, 1759, 1764, 1776, 1757]"
468,"[1704, 1900, 349, 1705, 1543]"
469,"[1570, 372, 1733, 1787, 412]"
470,"[811, 1192, 1611, 365, 1071]"
471,"[692, 1304, 1255, 1250, 1277]"
472,"[1062, 1124, 1063, 116, 1875]"
473,"[1042, 1924, 1899, 1915, 1704]"
474,"[278, 276, 1752, 1052, 1071]"
475,"[1915, 1042, 677, 915, 914]"
476,"[594, 1513, 1340, 1580, 542]"
477,"[901, 1777, 1765, 1763, 1705]"
478,"[1900, 1543, 868, 353, 1620]"
479,"[1762, 1758, 112, 1523, 455]"
480,"[368, 455, 745, 1734, 765]"
481,"[1667, 1630, 79, 1648, 1053]"
482,"[292, 1617, 1761, 692, 1758]"
483,"[1607, 1733, 1157, 768, 1896]"
484,"[116, 1900, 1902, 706, 1884]"
485,"[1705, 1704, 1807, 1924, 1900]"
486,"[1607, 1517, 1608, 1613, 1904]"
487,"[888, 1636, 901, 1922, 1897]"
488,"[1612, 1762, 1574, 1758, 1620]"
489,"[1853, 1849, 1848, 1844, 1851]"
490,"[1915, 1917, 1705, 116, 1042]"
491,"[1549, 1915, 862, 372, 1551]"
492,"[368, 1608, 1607, 819, 372]"
493,"[1900, 1760, 1068, 1886, 1543]"
494,"[1792, 1192, 1599, 372, 1788]"
495,"[1760, 1705, 1758, 1884, 1761]"
496,"[1735, 1705, 1737, 1696, 1699]"
497,"[455, 1704, 1607, 1613, 1192]"
498,"[1025, 1033, 1041, 1924, 159]"
499,"[1192, 1712, 114, 1604, 1726]"
500,"[1767, 360, 319, 459, 160]"
501,"[1125, 1926, 455, 1705, 421]"
502,"[1370, 1358, 1030, 478, 1363]"
503,"[679, 1762, 682, 556, 1032]"
504,"[164, 1704, 1705, 1074, 1620]"
505,"[1019, 1022, 1889, 477, 749]"
506,"[1246, 1772, 1617, 927, 1769]"
507,"[357, 1936, 406, 823, 1649]"
508,"[1906, 1528, 1704, 1916, 1705]"
509,"[1704, 1758, 216, 1914, 1762]"
510,"[1902, 1917, 757, 927, 741]"
511,"[1915, 114, 455, 1567, 1636]"
512,"[372, 410, 1202, 368, 1607]"
513,"[219, 1060, 719, 994, 1046]"
514,"[1056, 1613, 1188, 1607, 216]"
515,"[216, 165, 113, 1025, 937]"
516,"[916, 408, 1884, 455, 960]"
517,"[1906, 455, 1607, 1255, 1733]"
518,"[1917, 1074, 1902, 1620, 95]"
519,"[1015, 220, 1058, 1710, 1005]"
520,"[1043, 1884, 1704, 1705, 420]"
521,"[1570, 372, 1802, 1721, 1705]"
522,"[1825, 1787, 1792, 1790, 1786]"
523,"[1704, 1900, 677, 1026, 1042]"
524,"[1752, 885, 1766, 1755, 1704]"
525,"[1917, 1924, 661, 408, 145]"
526,"[1705, 289, 1713, 1704, 1924]"
527,"[926, 258, 1558, 739, 1299]"
528,"[257, 1127, 1613, 1056, 1488]"
529,"[1772, 594, 212, 1912, 1026]"
530,"[1705, 1704, 1899, 165, 1892]"
531,"[1915, 357, 1363, 1906, 1001]"
532,"[1607, 1517, 164, 1659, 29]"
533,"[862, 368, 1762, 1758, 411]"
534,"[304, 478, 1074, 1030, 1068]"
535,"[1704, 1705, 1924, 1307, 505]"
536,"[73, 1207, 1704, 37, 1505]"
537,"[1761, 478, 1924, 163, 919]"
538,"[478, 1924, 335, 1705, 306]"
539,"[1317, 1567, 259, 1202, 410]"
540,"[89, 29, 1619, 1121, 349]"
541,"[1131, 97, 96, 925, 166]"
542,"[1936, 451, 1040, 440, 1611]"
543,"[1915, 1676, 1592, 599, 593]"
544,"[478, 1705, 1899, 1906, 1511]"
545,"[1906, 1873, 1836, 1832, 1704]"
546,"[398, 150, 136, 1080, 927]"
547,"[1586, 1836, 1607, 1615, 1903]"
548,"[1607, 478, 1924, 886, 928]"
549,"[552, 1924, 1705, 1758, 478]"
550,"[371, 1828, 430, 1148, 1935]"
551,"[1043, 1915, 1906, 1659, 164]"
552,"[1113, 368, 1066, 1056, 1613]"
553,"[1607, 1733, 765, 768, 745]"
554,"[1157, 1704, 511, 1607, 1192]"
555,"[1772, 1536, 1899, 1526, 1932]"
556,"[1924, 1760, 1705, 1761, 454]"
557,"[1567, 135, 1705, 1760, 1618]"
558,"[478, 1924, 1071, 1884, 1897]"
559,"[811, 1071, 322, 1762, 1758]"
560,"[1704, 1705, 349, 1073, 1760]"
561,"[114, 1915, 1917, 1900, 116]"
562,"[1900, 1915, 1917, 1902, 922]"
563,"[1704, 1516, 1705, 527, 1752]"
564,"[478, 1924, 919, 114, 1704]"
565,"[1520, 515, 1620, 1704, 1705]"
566,"[413, 811, 1898, 905, 1582]"
567,"[628, 1525, 1746, 98, 1541]"
568,"[1915, 1900, 376, 677, 919]"
569,"[1899, 1526, 1705, 1896, 1704]"
570,"[1607, 216, 1316, 1587, 1904]"
571,"[1906, 1899, 1528, 1916, 1910]"
572,"[1915, 1704, 1705, 1792, 1791]"
573,"[1915, 1676, 89, 114, 116]"
574,"[1567, 135, 108, 1704, 1880]"
575,"[1915, 868, 1748, 125, 20]"
576,"[1814, 1813, 1811, 1812, 1815]"
577,"[1772, 594, 1340, 1580, 649]"
578,"[1922, 1897, 1526, 89, 166]"
579,"[1924, 1899, 1900, 1543, 1914]"
580,"[223, 1332, 736, 1590, 1754]"
581,"[259, 1153, 1288, 256, 1567]"
582,"[98, 1619, 1550, 89, 1620]"
583,"[1671, 1745, 1616, 1924, 1520]"
584,"[1705, 1704, 1884, 1567, 16]"
585,"[1155, 1904, 1441, 660, 1316]"
586,"[1592, 149, 141, 1705, 138]"
587,"[1899, 1924, 216, 1704, 1193]"
588,"[624, 1704, 1705, 1598, 1030]"
589,"[1659, 926, 1561, 1556, 1520]"
590,"[1915, 1762, 1900, 857, 1030]"
591,"[116, 1067, 1921, 1884, 1705]"
592,"[1761, 982, 1681, 461, 21]"
593,"[420, 1786, 1700, 1603, 862]"
594,"[1915, 1705, 1704, 397, 97]"
595,"[1900, 1704, 1917, 765, 760]"
596,"[1064, 1916, 291, 1549, 1884]"
597,"[1915, 1924, 1904, 1316, 1598]"
598,"[1704, 1705, 1924, 868, 309]"
599,"[1705, 1826, 1704, 512, 510]"
600,"[1705, 1915, 116, 1924, 1561]"
